2019-01-02,5274
2019-01-03,5128
2019-01-04,5391
2019-01-07,5380
2019-01-08,5427
2019-01-09,5409
2019-01-10,5395
2019-01-11,5323
2019-01-14,5258
2019-01-15,5433
2019-01-16,5448
2019-01-17,5496
2019-01-18,5537
2019-01-22,5394
2019-01-23,5423
2019-01-24,5421
2019-01-25,5508
2019-01-28,5400
2019-01-29,5351
2019-01-30,5490
2019-01-31,5630
2019-02-01,5594
2019-02-04,5708
2019-02-05,5760
2019-02-06,5615
2019-02-07,5530
2019-02-08,5512
2019-02-11,5511
2019-02-12,5638
2019-02-13,5644
2019-02-14,5646
2019-02-15,5599
2019-02-19,5633
2019-02-20,5603
2019-02-21,5522
2019-02-22,5583
2019-02-25,5587
2019-02-26,5611
2019-02-27,5615
2019-02-28,5633
2019-03-01,5743
2019-03-04,5768
2019-03-05,5846
2019-03-06,5825
2019-03-07,5755
2019-03-08,5750
2019-03-11,5897
2019-03-12,5987
2019-03-13,5996
2019-03-14,5963
2019-03-15,5952
2019-03-18,5943
2019-03-19,6013
2019-03-20,6133
2019-03-21,6181
2019-03-22,6039
2019-03-25,5987
2019-03-26,5950
2019-03-27,5891
2019-03-28,5862
2019-03-29,5885
2019-04-01,5995
2019-04-02,6028
2019-04-03,6055
2019-04-04,6098
2019-04-05,6058
2019-04-08,6042
2019-04-09,6014
2019-04-10,6033
2019-04-11,6048
2019-04-12,6114
2019-04-15,6133
2019-04-16,6160
2019-04-17,6201
2019-04-18,6208
2019-04-22,6269
2019-04-23,6353
2019-04-24,6301
2019-04-25,6337
2019-04-26,6388
2019-04-29,6481
2019-04-30,5995
2019-05-01,5867
2019-05-02,5833
2019-05-03,5948
2019-05-06,5968
2019-05-07,5895
2019-05-08,5854
2019-05-09,5840
2019-05-10,5839
2019-05-13,5683
2019-05-14,5625
2019-05-15,5855
2019-05-16,5923
2019-05-17,5844
2019-05-20,5724
2019-05-21,5773
2019-05-22,5780
2019-05-23,5727
2019-05-24,5694
2019-05-28,5698
2019-05-29,5600
2019-05-30,5608
2019-05-31,5533
2019-06-03,5194
2019-06-04,5273
2019-06-05,5224
2019-06-06,5239
2019-06-07,5342
2019-06-10,5414
2019-06-11,5406
2019-06-12,5396
2019-06-13,5456
2019-06-14,5432
2019-06-17,5470
2019-06-18,5527
2019-06-19,5523
2019-06-20,5566
2019-06-21,5627
2019-06-24,5584
2019-06-25,5438
2019-06-26,5402
2019-06-27,5384
2019-06-28,5414
2019-07-01,5500
2019-07-02,5564
2019-07-03,5615
2019-07-05,5664
2019-07-08,5584
2019-07-09,5622
2019-07-10,5705
2019-07-11,5721
2019-07-12,5727
2019-07-15,5753
2019-07-16,5768
2019-07-17,5734
2019-07-18,5737
2019-07-19,5658
2019-07-22,5697
2019-07-23,5741
2019-07-24,5699
2019-07-25,5680
2019-07-26,6227
2019-07-29,6210
2019-07-30,6141
2019-07-31,6091
2019-08-01,6059
2019-08-02,5982
2019-08-05,5774
2019-08-06,5856
2019-08-07,5880
2019-08-08,6031
2019-08-09,5945
2019-08-12,5873
2019-08-13,5984
2019-08-14,5822
2019-08-15,5847
2019-08-16,5897
2019-08-19,6003
2019-08-20,5918
2019-08-21,5958
2019-08-22,5958
2019-08-23,5768
2019-08-26,5856
2019-08-27,5855
2019-08-28,5869
2019-08-29,5972
2019-08-30,5953
2019-09-03,5848
2019-09-04,5912
2019-09-05,6061
2019-09-06,6032
2019-09-09,6027
2019-09-10,6029
2019-09-11,6100
2019-09-12,6175
2019-09-13,6201
2019-09-16,6159
2019-09-17,6150
2019-09-18,6164
2019-09-19,6194
2019-09-20,6150
2019-09-23,6174
2019-09-24,6092
2019-09-25,6230
2019-09-26,6212
2019-09-27,6130
2019-09-30,6106
2019-10-01,6030
2019-10-02,5890
2019-10-03,5948
2019-10-04,6055
2019-10-07,6042
2019-10-08,5951
2019-10-09,6012
2019-10-10,6048
2019-10-11,6079
2019-10-14,6089
2019-10-15,6212
2019-10-16,6216
2019-10-17,6264
2019-10-18,6223
2019-10-21,6222
2019-10-22,6207
2019-10-23,6289
2019-10-24,6296
2019-10-25,6322
2019-10-28,6445
2019-10-29,6304
2019-10-30,6304
2019-10-31,6294
2019-11-01,6362
2019-11-04,6449
2019-11-05,6458
2019-11-06,6456
2019-11-07,6535
2019-11-08,6545
2019-11-11,6492
2019-11-12,6487
2019-11-13,6481
2019-11-14,6546
2019-11-15,6668
2019-11-18,6600
2019-11-19,6563
2019-11-20,6510
2019-11-21,6501
2019-11-22,6469
2019-11-25,6529
2019-11-26,6566
2019-11-27,6561
2019-11-29,6521
2019-12-02,6445
2019-12-03,6474
2019-12-04,6595
2019-12-05,6635
2019-12-06,6697
2019-12-09,6715
2019-12-10,6715
2019-12-11,6722
2019-12-12,6743
2019-12-13,6735
2019-12-16,6804
2019-12-17,6775
2019-12-18,6760
2019-12-19,6783
2019-12-20,6757
2019-12-23,6754
2019-12-24,6723
2019-12-26,6813
2019-12-27,6774
2019-12-30,6699
2019-12-31,6697
2020-01-02,6844
2020-01-03,6808
2020-01-06,6990
2020-01-07,6976
2020-01-08,7026
2020-01-09,7099
2020-01-10,7145
2020-01-13,7201
2020-01-14,7153
2020-01-15,7196
2020-01-16,7251
2020-01-17,7398
2020-01-21,7412
2020-01-22,7420
2020-01-23,7424
2020-01-24,7331
2020-01-27,7159
2020-01-28,7253
2020-01-29,7284
2020-01-30,7272
2020-01-31,7164
2020-02-03,7413
2020-02-04,7228
2020-02-05,7231
2020-02-06,7380
2020-02-07,7396
2020-02-10,7544
2020-02-11,7551
2020-02-12,7594
2020-02-13,7567
2020-02-14,7594
2020-02-18,7598
2020-02-19,7625
2020-02-20,7585
2020-02-21,7418
2020-02-24,7100
2020-02-25,6932
2020-02-26,6953
2020-02-27,6575
2020-02-28,6697
2020-03-02,6932
2020-03-03,6689
2020-03-04,6909
2020-03-05,6574
2020-03-06,6479
2020-03-09,6079
2020-03-10,6376
2020-03-11,6055
2020-03-12,5558
2020-03-13,6072
2020-03-16,5366
2020-03-17,5591
2020-03-18,5456
2020-03-19,5559
2020-03-20,5342
2020-03-23,5271
2020-03-24,5651
2020-03-25,5509
2020-03-26,5815
2020-03-27,5552
2020-03-30,5732
2020-03-31,5810
2020-04-01,5511
2020-04-02,5586
2020-04-03,5464
2020-04-06,5916
2020-04-07,5913
2020-04-08,6035
2020-04-09,6033
2020-04-13,6053
2020-04-14,6327
2020-04-15,6287
2020-04-16,6288
2020-04-17,6396
2020-04-20,6306
