2020-04-21,6061
2020-04-22,6293
2020-04-23,6356
2020-04-24,6384
2020-04-27,6355
2020-04-28,6163
2020-04-29,6711
2020-04-30,6734
2020-05-01,6587
2020-05-04,6615
2020-05-05,6746
2020-05-06,6728
2020-05-07,6847
2020-05-08,6922
2020-05-11,7018
2020-05-12,6876
2020-05-13,6742
2020-05-14,6785
2020-05-15,6866
2020-05-18,6926
2020-05-19,6873
2020-05-20,7046
2020-05-21,7034
2020-05-22,7067
2020-05-26,7107
2020-05-27,7102
2020-05-28,7092
2020-05-29,7168
2020-06-01,7175
2020-06-02,7212
2020-06-03,7197
2020-06-04,7072
2020-06-05,7201
2020-06-08,7241
2020-06-09,7261
2020-06-10,7324
2020-06-11,7010
2020-06-12,7065
2020-06-15,7104
2020-06-16,7233
2020-06-17,7263
2020-06-18,7171
2020-06-19,7124
2020-06-22,7254
2020-06-23,7320
2020-06-24,7164
2020-06-25,7206
2020-06-26,6813
2020-06-29,6986
2020-06-30,7091
2020-07-01,7210
2020-07-02,7350
2020-07-06,7499
2020-07-07,7450
2020-07-08,7519
2020-07-09,7594
2020-07-10,7696
2020-07-13,7562
2020-07-14,7605
2020-07-15,7585
2020-07-16,7575
2020-07-17,7585
2020-07-20,7820
2020-07-21,7780
2020-07-22,7825
2020-07-23,7584
2020-07-24,7542
2020-07-27,7648
2020-07-28,7519
2020-07-29,7618
2020-07-30,7692
2020-07-31,7440
2020-08-03,7414
2020-08-04,7367
2020-08-05,7396
2020-08-06,7525
2020-08-07,7492
2020-08-10,7485
2020-08-11,7403
2020-08-12,7537
2020-08-13,7584
2020-08-14,7524
2020-08-17,7582
2020-08-18,7779
2020-08-19,7724
2020-08-20,7882
2020-08-21,7878
2020-08-24,7926
2020-08-25,8030
2020-08-26,8221
2020-08-27,8143
2020-08-28,8198
2020-08-31,8148
2020-09-01,8276
2020-09-02,8587
2020-09-03,8148
2020-09-04,7907
2020-09-08,7619
2020-09-09,7737
2020-09-10,7631
2020-09-11,7579
2020-09-14,7545
2020-09-15,7676
2020-09-16,7561
2020-09-17,7436
2020-09-18,7256
2020-09-21,7151
2020-09-22,7300
2020-09-23,7047
2020-09-24,7115
2020-09-25,7196
2020-09-28,7294
2020-09-29,7331
2020-09-30,7328
2020-10-01,7440
2020-10-02,7278
2020-10-05,7415
2020-10-06,7256
2020-10-07,7296
2020-10-08,7418
2020-10-09,7553
2020-10-12,7823
2020-10-13,7836
2020-10-14,7818
2020-10-15,7778
2020-10-16,7839
2020-10-19,7650
2020-10-20,7756
2020-10-21,7930
2020-10-22,8034
2020-10-23,8165
2020-10-26,7922
2020-10-27,7995
2020-10-28,7555
2020-10-29,7785
2020-10-30,8081
2020-11-02,8122
2020-11-03,8229
2020-11-04,8730
2020-11-05,8813
2020-11-06,8799
2020-11-09,8808
2020-11-10,8689
2020-11-11,8737
2020-11-12,8715
2020-11-13,8862
2020-11-16,8871
2020-11-17,8809
2020-11-18,8704
2020-11-19,8793
2020-11-20,8682
2020-11-23,8638
2020-11-24,8820
2020-11-25,8821
2020-11-27,8936
2020-11-30,8773
2020-12-01,8977
2020-12-02,9125
2020-12-03,9110
2020-12-04,9119
2020-12-07,9086
2020-12-08,9057
2020-12-09,8890
2020-12-10,8839
2020-12-11,8874
2020-12-14,8762
2020-12-15,8806
2020-12-16,8786
2020-12-17,8703
2020-12-18,8632
2020-12-21,8673
2020-12-22,8602
2020-12-23,8642
2020-12-24,8671
2020-12-28,8870
2020-12-29,8789
2020-12-30,8682
2020-12-31,8764
2021-01-04,8631
2021-01-05,8701
2021-01-06,8615
2021-01-07,8872
2021-01-08,8990
2021-01-11,8782
2021-01-12,8688
2021-01-13,8737
2021-01-14,8655
2021-01-15,8639
2021-01-19,8923
2021-01-20,9401
2021-01-21,9421
2021-01-22,9463
2021-01-25,9472
2021-01-26,9540
2021-01-27,9095
2021-01-28,9267
2021-01-29,9137
2021-02-01,9466
2021-02-02,9596
2021-02-03,10295
2021-02-04,10269
2021-02-05,10445
2021-02-08,10423
2021-02-09,10377
2021-02-10,10433
2021-02-11,10444
2021-02-12,10476
2021-02-16,10554
2021-02-17,10594
2021-02-18,10530
2021-02-19,10445
2021-02-22,10272
2021-02-23,10301
2021-02-24,10420
2021-02-25,10080
2021-02-26,10110
2021-03-01,10349
2021-03-02,10323
2021-03-03,10058
2021-03-04,10170
2021-03-05,10486
2021-03-08,10038
2021-03-09,10202
2021-03-10,10181
2021-03-11,10503
2021-03-12,10250
2021-03-15,10273
2021-03-16,10420
2021-03-17,10412
2021-03-18,10107
2021-03-19,10135
2021-03-22,10154
2021-03-23,10207
2021-03-24,10163
2021-03-25,10163
2021-03-26,10124
2021-03-29,10229
2021-03-30,10233
2021-03-31,10313
2021-04-01,10649
2021-04-05,11095
2021-04-06,11047
2021-04-07,11196
2021-04-08,11253
2021-04-09,11354
2021-04-12,11224
2021-04-13,11273
2021-04-14,11210
2021-04-15,11427
2021-04-16,11414
2021-04-19,11449
2021-04-20,11396
2021-04-21,11392
2021-04-22,11263
2021-04-23,11500
2021-04-26,11550
2021-04-27,11455
2021-04-28,11796
2021-04-29,11964
2021-04-30,11768
2021-05-03,11716
2021-05-04,11535
2021-05-05,11574
2021-05-06,11687
2021-05-07,11760
2021-05-10,11459
2021-05-11,11351
2021-05-12,11002
2021-05-13,11146
2021-05-14,11392
2021-05-17,11445
2021-05-18,11313
2021-05-19,11358
2021-05-20,11535
2021-05-21,11471
2021-05-24,11806
2021-05-25,11815
2021-05-26,11902
2021-05-27,11814
2021-05-28,11785
2021-06-01,11906
2021-06-02,11853
2021-06-03,11738
2021-06-04,11968
2021-06-07,12012
2021-06-08,11993
2021-06-09,12040
2021-06-10,12176
2021-06-11,12152
2021-06-14,12245
2021-06-15,12142
2021-06-16,12078
2021-06-17,12175
2021-06-18,12012
2021-06-21,12182
2021-06-22,12234
2021-06-23,12213
2021-06-24,12250
2021-06-25,12251
2021-06-28,12254
2021-06-29,12228
2021-06-30,12209
2021-07-01,12245
2021-07-02,12526
2021-07-06,12620
2021-07-07,12648
2021-07-08,12505
2021-07-09,12552
2021-07-12,12698
2021-07-13,12735
2021-07-14,12824
2021-07-15,12701
2021-07-16,12698
2021-07-19,12458
2021-07-20,12621
2021-07-21,12755
2021-07-22,12843
2021-07-23,13302
2021-07-26,13404
2021-07-27,13190
2021-07-28,13610
2021-07-29,13578
2021-07-30,13473
2021-08-02,13486
2021-08-03,13564
2021-08-04,13513
2021-08-05,13626
2021-08-06,13574
2021-08-09,13692
2021-08-10,13681
2021-08-11,13628
2021-08-12,13720
2021-08-13,13773
2021-08-16,13831
2021-08-17,13667
2021-08-18,13545
2021-08-19,13568
2021-08-20,13743
2021-08-23,14005
2021-08-24,14127
2021-08-25,14208
2021-08-26,14145
2021-08-27,14401
2021-08-30,14460
2021-08-31,14470
2021-09-01,14522
2021-09-02,14329
2021-09-03,14374
2021-09-07,14429
2021-09-08,14370
2021-09-09,14355
2021-09-10,14088
2021-09-13,14234
2021-09-14,14255
2021-09-15,14443
2021-09-16,14362
2021-09-17,14081
2021-09-20,13872
2021-09-21,13904
2021-09-22,14029
2021-09-23,14122
2021-09-24,14222
2021-09-27,14108
2021-09-28,13584
2021-09-29,13436
2021-09-30,13368
2021-10-01,13655
2021-10-04,13366
2021-10-05,13603
2021-10-06,13757
2021-10-07,13923
2021-10-08,13979
2021-10-11,13892
2021-10-12,13645
2021-10-13,13759
2021-10-14,14116
2021-10-15,14137
2021-10-18,14278
2021-10-19,14324
2021-10-20,14177
2021-10-21,14189
2021-10-22,13757
2021-10-25,13745
2021-10-26,13931
2021-10-27,14622
2021-10-28,14585
2021-10-29,14805
2021-11-01,14350
2021-11-02,14544
2021-11-03,14660
2021-11-04,14827
2021-11-05,14886
2021-11-08,14904
2021-11-09,14892
2021-11-10,14590
2021-11-11,14577
2021-11-12,14868
2021-11-15,14846
2021-11-16,14788
2021-11-17,14805
2021-11-18,14984
2021-11-19,14893
2021-11-22,14631
2021-11-23,14579
2021-11-24,14612
2021-11-26,14219
2021-11-29,14554
2021-11-30,14190
2021-12-01,14106
2021-12-02,14297
2021-12-03,14201
2021-12-06,14316
2021-12-07,14727
2021-12-08,14819
2021-12-09,14764
2021-12-10,14801
2021-12-13,14583
2021-12-14,14391
2021-12-15,14645
2021-12-16,14445
2021-12-17,14173
2021-12-20,14161
2021-12-21,14348
2021-12-22,14642
2021-12-23,14692
2021-12-27,14791
2021-12-28,14669
2021-12-29,14666
2021-12-30,14621
2021-12-31,14486
2022-01-03,14500
2022-01-04,14440
2022-01-05,13778
2022-01-06,13775
2022-01-07,13702
2022-01-10,13867
2022-01-11,13974
2022-01-12,14144
2022-01-13,13859
2022-01-14,13949
2022-01-18,13600
2022-01-19,13512
2022-01-20,13331
2022-01-21,13036
2022-01-24,13081
2022-01-25,12694
2022-01-26,12924
2022-01-27,12901
2022-01-28,13336
2022-01-31,13531
2022-02-01,13765
2022-02-02,14800
2022-02-03,14309
2022-02-04,14330
2022-02-07,13921
2022-02-08,13940
2022-02-09,14160
2022-02-10,13862
2022-02-11,13429
2022-02-14,13553
2022-02-15,13661
2022-02-16,13774
2022-02-17,13254
2022-02-18,13041
2022-02-22,12982
2022-02-23,12759
2022-02-24,13270
2022-02-25,13446
2022-02-28,13506
2022-03-01,13407
2022-03-02,13458
2022-03-03,13390
2022-03-04,13191
2022-03-07,12638
2022-03-08,12711
2022-03-09,13342
2022-03-10,13243
2022-03-11,12988
2022-03-14,12596
2022-03-15,12920
2022-03-16,13329
2022-03-17,13384
2022-03-18,13613
2022-03-21,13611
2022-03-22,13987
2022-03-23,13828
2022-03-24,14158
2022-03-25,14168
2022-03-28,14146
2022-03-29,14251
2022-03-30,14194
2022-03-31,13907
2022-04-01,14016
2022-04-04,14298
2022-04-05,14060
2022-04-06,13655
2022-04-07,13589
2022-04-08,13329
2022-04-11,12883
2022-04-12,12772
2022-04-13,12990
2022-04-14,12674
2022-04-18,12768
2022-04-19,13001
2022-04-20,12804
2022-04-21,12482
2022-04-22,11964
2022-04-25,12308
2022-04-26,11866
2022-04-27,11430
2022-04-28,11853
2022-04-29,11411
2022-05-02,11659
2022-05-03,11734
2022-05-04,12227
2022-05-05,11651
2022-05-06,11575
2022-05-09,11252
2022-05-10,11440
2022-05-11,11361
2022-05-12,11285
2022-05-13,11606
2022-05-16,11445
2022-05-17,11648
2022-05-18,11190
2022-05-19,11039
2022-05-20,10891
2022-05-23,11149
2022-05-24,10598
2022-05-25,10581
2022-05-26,10780
2022-05-27,11232
2022-05-31,11377
2022-06-01,11390
2022-06-02,11763
2022-06-03,11455
2022-06-06,11683
2022-06-07,11715
2022-06-08,11720
2022-06-09,11484
2022-06-10,11117
2022-06-13,10640
2022-06-14,10672
2022-06-15,10977
2022-06-16,10604
2022-06-17,10715
2022-06-21,11155
2022-06-22,11149
2022-06-23,11225
2022-06-24,11798
2022-06-27,11584
2022-06-28,11201
2022-06-29,11171
2022-06-30,10897
2022-07-01,10874
2022-07-05,11327
2022-07-06,11458
2022-07-07,11879
2022-07-08,11936
2022-07-11,11568
2022-07-12,11403
2022-07-13,11136
2022-07-14,11037
2022-07-15,11178
2022-07-18,10903
2022-07-19,11381
2022-07-20,11391
2022-07-21,11434
2022-07-22,10791
2022-07-25,10752
2022-07-26,10502
2022-07-27,11306
2022-07-28,11423
2022-07-29,11632
2022-08-01,11487
2022-08-02,11513
2022-08-03,11809
2022-08-04,11820
2022-08-05,11748
2022-08-08,11731
2022-08-09,11663
2022-08-10,11970
2022-08-11,11884
2022-08-12,12169
2022-08-15,12209
2022-08-16,12170
2022-08-17,11956
2022-08-18,12017
2022-08-19,11721
2022-08-22,11424
2022-08-23,11387
2022-08-24,11370
2022-08-25,11666
2022-08-26,11034
2022-08-29,10942
2022-08-30,10895
2022-08-31,10823
2022-09-01,10974
2022-09-02,10785
2022-09-06,10681
2022-09-07,10945
2022-09-08,10838
2022-09-09,11066
2022-09-12,11087
2022-09-13,10432
2022-09-14,10500
2022-09-15,10292
2022-09-16,10281
2022-09-19,10307
2022-09-20,10114
2022-09-21,9928
2022-09-22,10014
2022-09-23,9874
2022-09-26,9817
2022-09-27,9750
2022-09-28,10006
2022-09-29,9742
2022-09-30,9566
2022-10-03,9864
2022-10-04,10164
2022-10-05,10144
2022-10-06,10142
2022-10-07,9869
2022-10-10,9787
2022-10-11,9719
2022-10-12,9756
2022-10-13,9906
2022-10-14,9656
2022-10-17,9998
2022-10-18,10077
2022-10-19,9963
2022-10-20,9998
2022-10-21,10113
2022-10-24,10252
2022-10-25,10449
2022-10-26,9494
2022-10-27,9223
2022-10-28,9630
2022-10-31,9452
2022-11-01,9048
2022-11-02,8698
2022-11-03,8344
2022-11-04,8659
2022-11-07,8849
2022-11-08,8891
2022-11-09,8732
2022-11-10,9395
2022-11-11,9642
2022-11-14,9570
2022-11-15,9845
2022-11-16,9885
2022-11-17,9837
2022-11-18,9744
2022-11-21,9560
2022-11-22,9706
2022-11-23,9846
2022-11-25,9746
2022-11-28,9606
2022-11-29,9520
2022-11-30,10099
2022-12-01,10099
2022-12-02,10045
2022-12-05,9949
2022-12-06,9699
2022-12-07,9495
2022-12-08,9371
2022-12-09,9284
2022-12-12,9331
2022-12-13,9563
2022-12-14,9507
2022-12-15,9087
2022-12-16,9027
2022-12-19,8845
